id,title,link,year,duration,rating_mpa,rating_imdb,vote,budget,gross_world_wide,gross_us_canada,gross_opening_weekend,director,writer,star,genre,country_origin,filming_location,production_company,language,win,nomination,oscar
tt0058225,Love and Marriage,https://www.imdb.com/title/tt0058225,1964,1h 46m,,5.2,20,,,,,"Mino Guerrini, Gianni Puccini","Bruno Baratti, Oreste Biancoli, Ennio De Concini","Luciana Angiolillo, Maria Grazia Buccella, Lando Buzzanca","Satire, Comedy",Italy,"Naples, Campania, Italy",Panda Societa per LIndustria Cinematografica,Italian,0,0,0
tt0058886,The Agony and the Ecstasy,https://www.imdb.com/title/tt0058886,1965,2h 18m,Approved,7.2,83000,10000000,,,,Carol Reed,"Irving Stone, Philip Dunne","Charlton Heston, Rex Harrison, Diane Cilento","Docudrama, Historical Epic, Period Drama, Biography, Drama, History",United States,"MassaCarrara, Tuscany, Italy",International Classics,"English, Latin",0,9,5
tt0058990,Brainstorm,https://www.imdb.com/title/tt0058990,1965,1h 45m,Approved,6.6,886,,,,,William Conrad,"Mann Rubin, Lawrence B Marcus","Jeffrey Hunter, Dana Andrews, Anne Francis","Psychological Drama, Psychological Thriller, Drama, Thriller",United States,"8433 Fallbrook Avenue, Canoga Park, California, USA",William Conrad Productions,English,0,0,0
tt0059529,Triumph Over Violence,https://www.imdb.com/title/tt0059529,1965,1h 22m,R,8.1,22000,,,,,Mikhail Romm,"Yuri Khanyutin, Mikhail Romm, Maya Turovskaya","Mikhail Romm, Martin Bormann, Willy Brandt","Documentary, History, War",Soviet Union,,"Mosfilm, Trete Tvorcheskoe Obedinenie",Russian,0,0,0
tt0329109,Seashore Village,https://www.imdb.com/title/tt0329109,1965,1h 31m,,6.5,124,,,,,Kim Sooyong,Oh Yeongsu,"Shin Yeonggyun, Euna Ko, Hwang Jung Soon",Drama,South Korea,,Daeyang Movies,Korean,0,0,0
tt0059541,One Shocking Moment,https://www.imdb.com/title/tt0059541,1965,1h 11m,Not Rated,4.7,342,,,,,Ted V Mikels,Ted V Mikels,"Gary Kent, Lee Anna, Vern Martine",Drama,United States,,Mark Brown Productions,English,0,0,0
tt0057314,The Myth,https://www.imdb.com/title/tt0057314,1965,1h 42m,,5,12,,,,,Adimaro Sala,"Ugo Guerra, Adimaro Sala","Lisa Gastoni, Raoul Grassilli, Dino Mele",Drama,Italy,,Jamir Cinematografica,Italian,0,0,0
tt0237588,Go Go Mania,https://www.imdb.com/title/tt0237588,1965,1h 10m,,6.3,475,,,,,Frederic Goode,Roger Dunton,"Matt Monro, Jimmy Savile, Susan Maughan","Documentary, Music",United Kingdom,,Associated BritishPath,English,0,0,0
tt0293589,Shaheed,https://www.imdb.com/title/tt0293589,1965,2h 30m,,8.2,411,,,,,S Ram Sharma,"BK Dutt, Din Dayal Sharma","Kamini Kaushal, Nirupa Roy, Anand Kumar","Biography, Drama, History",India,"Ashok Studios, India",KPK Movies,Hindi,0,0,0
tt0059449,Espionage in Lisbon,https://www.imdb.com/title/tt0059449,1965,1h 35m,,5.7,58,,,,,"Federico Aicardi, Tulio Demicheli","Jos Luis Bayonas, Lewis E Ciannelli, Juan Cobos","Brett Halsey, Maril Tolo, Fernando Rey","Spy, Action, Adventure","Spain, Italy, France, Portugal","Cascais, Lisbon, Portugal","Filmes, Hesperia Films SA, Spva Films",Spanish,0,0,0
tt0068638,The Getaway,https://www.imdb.com/title/tt0068638,1972,2h 3m,PG,7.3,37000,3352254,9588,,,Sam Peckinpah,"Walter Hill, Jim Thompson","Steve McQueen, Ali MacGraw, Ben Johnson","Caper, Action, Crime, Thriller",United States,"El Paso, Texas, USA","First Artists, FosterBrower Productions, Solar Productions","English, Spanish",0,2,0
tt0068617,Fuzz,https://www.imdb.com/title/tt0068617,1972,1h 32m,PG,5.4,23000,,,566628,,Richard A Colla,Evan Hunter,"Burt Reynolds, Raquel Welch, Jack Weston","Action, Comedy, Crime, Drama, Mystery, Thriller",United States,"Los Angeles, California, USA","Filmways, Martin Ransohoff Productions, Filmways Pictures","English, Spanish, American Sign Language",0,0,0
tt0067464,The Girl on a Broomstick,https://www.imdb.com/title/tt0067464,1972,1h 16m,,7.3,16000,,,,,Vclav Vorlcek,"Hermna Frankov, Milos Macourek, Vclav Vorlcek","Petra Cernock, Jan Hrusnsk, Jan Kraus","Farce, HighConcept Comedy, Quest, Quirky Comedy, Screwball Comedy, Slapstick, Supernatural Fantasy, Teen Comedy, Teen Fantasy, Comedy",Czechoslovakia,,Filmov studio Barrandov,Czech,0,0,0
tt0069929,Our Lady of Lust,https://www.imdb.com/title/tt0069929,1972,1h 42m,Not Rated,4.6,233,,,,,Sergio Bergonzelli,Sergio Bergonzelli,"Toti Achilli, Magda Konopka, Vassili Karis","Drama, Romance",Italy,"Acropolis, Athens, Greece",Cine Cast,Italian,0,0,0
tt0068986,Loves of a French Pussycat,https://www.imdb.com/title/tt0068986,1972,1h 34m,R,4.7,157,,,,,Hans Billian,Hans Billian,"Michael Cromer, Sybil Danning, Marlne Appelt",Comedy,West Germany,,Romano Film,German,0,0,0
tt0068838,The Legend of Nigger Charley,https://www.imdb.com/title/tt0068838,1972,1h 38m,PG,5.9,523,,,1945848,,Martin Goldman,"James Bellah, Martin Goldman, Larry G Spangler","Fred Williamson, DUrville Martin, Don Pedro Colley",Western,United States,"Tucson, Arizona, USA","Eaves Movie Ranch, Paramount Pictures",English,0,0,0
tt1024894,Aska Susayanlar: Seks ve Cinayet,https://www.imdb.com/title/tt1024894,1972,1h,,4.6,231,,,,,Mehmet Aslan,Aykut Dz,"Kadir Inanir, Yildirim Gencer, Meral Zeren","Adventure, Crime, Mystery",Turkey,,Nilka Film,Turkish,0,0,0
tt0067639,When Women Lost Their Tails,https://www.imdb.com/title/tt0067639,1972,1h 34m,R,3.9,279,,,,,Pasquale Festa Campanile,"Lina Wertmller, Ottavio Jemma, Jaja Fiastri","Senta Berger, Lando Buzzanca, Renzo Montagnani","Comedy, Fantasy, SciFi","Italy, West Germany","Cinecitt Studios, Cinecitt, Rome, Lazio, Italy","Clesi Cinematografica, TerraFilmkunst",Italian,0,0,0
tt0960731,Bedtime Stories,https://www.imdb.com/title/tt0960731,2008,1h 39m,PG,6,103000,80000000,212874864,110101975,27450296,Adam Shankman,"Matt Lopez, Tim Herlihy","Adam Sandler, Keri Russell, Courteney Cox","Fairy Tale, Adventure, Comedy, Family, Fantasy, Romance, SciFi","United States, United Kingdom, Australia","Castello Di Amorosa Winery, California, USA","Walt Disney Pictures, Happy Madison Productions, Gunn Films",English,0,5,0
tt0970411,City of Ember,https://www.imdb.com/title/tt0970411,2008,1h 30m,PG,6.4,71000,55000000,17929684,7873007,3129473,Gil Kenan,"Caroline Thompson, Jeanne Duprau","Saoirse Ronan, Toby Jones, Bill Murray","Dystopian SciFi, Steampunk, Adventure, Drama, Family, Fantasy, SciFi, Thriller",United States,"Cave Hill, Belfast, County Antrim, Northern Ireland, UK","Playtone, Walden Media",English,0,0,0
tt0449994,Jodhaa Akbar,https://www.imdb.com/title/tt0449994,2008,3h 33m,Not Rated,7.5,35000,400000000,26935618,3440718,1300000,Ashutosh Gowariker,"Haidar Ali, Ashutosh Gowariker, KP Saxena","Hrithik Roshan, Aishwarya Rai Bachchan, Sonu Sood","Action, Drama, History, Romance, War",India,"Roopangarh Palace, Rajasthan, India","Ashutosh Gowariker Productions, UTV Motion Pictures","Hindi, Urdu",0,35,0
tt0929425,Gomorrah,https://www.imdb.com/title/tt0929425,2008,2h 17m,Not Rated,7,52000,,34861529,1579146,5532,Matteo Garrone,"Roberto Saviano, Maurizio Braucci, Ugo Chiti","Gianfelice Imparato, Salvatore Abbruzzese, Toni Servillo","True Crime, Crime, Drama","Italy, Belgium","Venice, Veneto, Italy","Fandango, Rai Cinema, Sky","Neapolitan, Italian, Mandarin, French",0,42,1
tt1175506,Me and Orson Welles,https://www.imdb.com/title/tt1175506,2008,1h 54m,PG-13,6.7,12000,25000000,2336172,1190003,63638,Richard Linklater,"Robert Kaplow, Holly Gent, Vincent Palmo Jr","Zac Efron, Claire Danes, Christian McKay","Comedy, Drama","United Kingdom, Isle of Man, United States","Crystal Palace Park, Penge, London, England, UK","CinemaNX, Isle of Man Film, Framestore",English,0,27,1
tt0460810,The Great Buck Howard,https://www.imdb.com/title/tt0460810,2008,1h 30m,PG,6.4,15000,,900689,750587,115004,Sean McGinly,Sean McGinly,"Colin Hanks, John Malkovich, Tom Hanks","Adventure, Comedy, Drama",United States,"Las Vegas, Nevada, USA","Bristol Bay Productions, Playtone, Great Buck Productions",English,0,0,0
tt1074929,Adoration,https://www.imdb.com/title/tt1074929,2008,1h 40m,R,6.3,35000,4700000,384659,294244,39358,Atom Egoyan,Atom Egoyan,"Devon Bostick, Rachel Blanchard, Louca Tassone","Drama, Romance",Canada,"Toronto, Ontario, Canada","Serendipity Point Films, ARP Slection, Ego Film Arts","English, French, Hebrew",0,9,0
tt1143105,Fighting for Life,https://www.imdb.com/title/tt1143105,2008,1h 29m,,8,160,,30606,30606,3423,Terry Sanders,"Terry Sanders, Christine Z Wiser",,"Documentary, War",United States,Germany,"American Film Foundation, Sanders and Mock Productions",English,0,0,0
tt1196707,Trying to Get Good: The Jazz Odyssey of Jack Sheldon,https://www.imdb.com/title/tt1196707,2008,1h 30m,,8.1,41,,19712,19712,4792,"Doug McIntyre, Penny Peyser","Doug McIntyre, Penny Peyser","Jack Sheldon, Joe Bagg, Chet Baker","Biography, Documentary, Music",United States,,"February Films, Bialystock  Bloom",English,0,0,0
tt1253853,"Live Fast, Die Young",https://www.imdb.com/title/tt1253853,2008,1h 41m,,8.3,873,,18335,18335,9841,Timothy A Chey,Timothy A Chey,"Tammy Felice, Eric Feliciano, Joleigh Fioreavanti",Drama,United States,"Malibu, California, USA",RiverRain Productions,English,0,0,0
tt1151384,"Otto; or, Up with Dead People",https://www.imdb.com/title/tt1151384,2008,1h 34m,Not Rated,5.1,21000,,11295,11295,3456,Bruce La Bruce,Bruce La Bruce,"Jey Crisfar, Marcel Schlutt, Nicholas Fox Ricciardi","Satire, Comedy, Drama, Fantasy, Horror","Germany, Canada",Germany,"Jrgen Brning Filmproduktion, Existential Crisis Productions, New Real Films","English, German",0,0,0
tt1202163,Confessionsofa Ex-Doofus-ItchyFooted Mutha,https://www.imdb.com/title/tt1202163,2008,1h 39m,,6.9,50,,1013,1013,604,Melvin Van Peebles,Melvin Van Peebles,"Seth Austin, Shelley R Bonus, Caktuz","Adventure, Comedy",United States,,,English,0,0,0
tt0324133,Swimming Pool,https://www.imdb.com/title/tt0324133,2003,1h 42m,,6.7,49000,,22441497,10130108,287296,Franois Ozon,"Franois Ozon, Emmanule Bernheim, Sionann ONeill","Charlotte Rampling, Charles Dance, Ludivine Sagnier","Erotic Thriller, Crime, Drama, Mystery, Thriller","France, United Kingdom","Mnerbes, Vaucluse, France","Fidlit Productions, France 2 Cinma, Gimages","English, French",0,19,0
tt0306734,The Divorce,https://www.imdb.com/title/tt0306734,2003,1h 57m,PG-13,4.9,12000,,12991996,9081057,516834,James Ivory,"Diane Johnson, Ruth Prawer Jhabvala, James Ivory","Kate Hudson, Naomi Watts, Stockard Channing","Comedy, Drama, Romance",United States,"Paris Charles de Gaulle Airport, RoissyenFrance, ValdOise, France","Merchant Ivory Productions, Radar Pictures","English, French",0,0,0
tt0368226,The Room,https://www.imdb.com/title/tt0368226,2003,1h 39m,R,3.6,97000,6000000,5196597,549602,,Tommy Wiseau,Tommy Wiseau,"Tommy Wiseau, Juliette Danielle, Greg Sestero","Tragedy, Drama",United States,"Wiseau Studios, Los Angeles, California, USA",WiseauFilms,English,0,0,0
tt0378025,Hawayein,https://www.imdb.com/title/tt0378025,2003,2h 56m,,7.3,307,,521260,409978,,Amitoj Mann,"Amitoj Mann, Harjit Singh","Amitoj Mann, Babbu Mann, Aanandee Tripathi","Period Drama, Drama, Romance",India,,,"Hindi, Punjabi",0,0,0
tt0388473,Tokyo Godfathers,https://www.imdb.com/title/tt0388473,2003,1h 32m,PG-13,7.8,50000,,586653,367131,29259,"Shgo Furuya, Satoshi Kon","Satoshi Kon, Keiko Nobumoto","Tru Emori, Yoshiaki Umegaki, Aya Okamoto","Adult Animation, Anime, Adventure, Animation, Comedy, Drama",Japan,,"Dentsu, Genco, Madhouse","Japanese, Spanish, English",0,0,0
tt0348656,Khushi,https://www.imdb.com/title/tt0348656,2003,2h 41m,,4.2,18000,,310803,305205,140000,"SJ Suryah, Sunil Kumar Agrawal","Aman Jaffery, Bolu Khan, SJ Suryah","Fardeen Khan, Kareena Kapoor, Amrish Puri","Action, Comedy, Drama, Romance",India,"Tanjore Palace, Madras, Tamil Nadu, India",Narsimha Enterprises,"Hindi, English",0,0,0
tt0337960,Danny Deckchair,https://www.imdb.com/title/tt0337960,2003,1h 40m,PG-13,6.7,53000,,805894,160276,10304,Jeff Balsmeyer,"Jeff Balsmeyer, Lizzie Bryant, Tim Gooding","Rhys Ifans, Miranda Otto, Justine Clarke","Comedy, Romance",Australia,"Bellingen, New South Wales, Australia","Crusader Entertainment, Macquarie Film Corporation, Cobalt Media Group",English,0,0,0
tt0289176,Emerald Cowboy,https://www.imdb.com/title/tt0289176,2003,1h 30m,R,7.4,117,,101358,101358,9708,Andrew Molina,Eishy Hayata,"Eishy Hayata, Lucho Velasco, Juan Pablo Shuk","Documentary, Drama",Colombia,,"Burn Pictures, EGM Productions","English, Spanish, Japanese",0,0,0
tt0361498,Death of a Dynasty,https://www.imdb.com/title/tt0361498,2003,1h 32m,R,3.6,434,,42108,42108,28107,Damon Dash,Blue Moreno,"Ebon MossBachrach, Robert Stapleton, Capone Lee","Satire, Comedy, Musical",United States,"New York City, New York, USA","Dash Films, Entertainment Funding Group, Intrinsic Value Films",English,0,0,0
tt0346800,Cowards Bend the Knee,https://www.imdb.com/title/tt0346800,2003,1h,Not Rated,7,15000,,25860,25860,7030,Guy Maddin,Guy Maddin,"Darcy Fehr, Melissa Dionisio, Amy Stewart","Drama, Romance",Canada,"Winnipeg, Manitoba, Canada",,English,0,0,0
tt0285156,What Boys Like,https://www.imdb.com/title/tt0285156,2003,1h 25m,R,4.9,601,,1554,1554,955,Lawrence Gay,Lawrence Gay,"Christopher Wiehl, Lisa Brenner, Alex Nesic",Comedy,"South Africa, United States","Cape Town, Western Cape, South Africa",,English,0,0,0
tt0119217,Good Will Hunting,https://www.imdb.com/title/tt0119217,1997,2h 6m,R,8.3,11000000,10000000,225933435,138433435,272912,Gus Van Sant,"Matt Damon, Ben Affleck","Robin Williams, Matt Damon, Ben Affleck","ComingofAge, Psychological Drama, Drama, Romance",United States,"Massachusetts Turnpike, Massachusetts, USA","Miramax, Lawrence Bender Productions, Be Gentlemen Limited Partnership",English,0,61,0
tt0118617,Anastasia,https://www.imdb.com/title/tt0118617,1997,1h 34m,G,7.1,140000,50000000,139804348,58406347,120541,"Don Bluth, Gary Goldman","Susan Gauthier, Bruce Graham, Bob Tzudiker","Meg Ryan, John Cusack, Christopher Lloyd","HandDrawn Animation, Adventure, Animation, Drama, Family, Fantasy, Musical, Mystery, Romance",United States,,"Twentieth Century Fox, Fox Animation Studios, Twentieth Century Fox Animation","English, Russian, French",0,23,2
tt0118887,Cop Land,https://www.imdb.com/title/tt0118887,1997,1h 45m,R,7,110000,15000000,44862187,44862187,13510482,James Mangold,James Mangold,"Sylvester Stallone, Harvey Keitel, Ray Liotta","Cop Drama, Crime, Drama, Thriller",United States,"Edgewater, New Jersey, USA","Miramax, Woods Entertainment, Across the River Productions","English, Spanish",0,0,0
tt0120524,Wishmaster,https://www.imdb.com/title/tt0120524,1997,1h 30m,R,5.8,27000,5000000,15738769,15738769,6038516,Robert Kurtzman,Peter Atkins,"Tammy Lauren, Andrew Divoff, Angus Scrimm","Body Horror, Supernatural Horror, Fantasy, Horror",United States,"Wilmington, Los Angeles, California, USA","Image Organization, Pierre David",English,0,0,0
tt0119177,Gattaca,https://www.imdb.com/title/tt0119177,1997,1h 46m,PG-13,7.7,332000,36000000,12533963,12532777,4320202,Andrew Niccol,Andrew Niccol,"Ethan Hawke, Uma Thurman, Jude Law","Dystopian SciFi, Drama, SciFi, Thriller",United States,"Marin County Civic Center, San Rafael, California, USA","Columbia Pictures, Jersey Films","English, Esperanto",0,16,1
tt0120112,She's So Lovely,https://www.imdb.com/title/tt0120112,1997,1h 40m,R,5.9,89000,18000000,7281450,7281450,3020015,Nick Cassavetes,John Cassavetes,"Sean Penn, Robin Wright, John Travolta","Drama, Romance","France, United States","Los Angeles, California, USA","Miramax, Clyde Is Hungry Productions, SheenMichaels Entertainment",English,0,4,0
tt0116922,Lost Highway,https://www.imdb.com/title/tt0116922,1997,2h 14m,R,7.6,157000,15000000,3837362,3726792,212710,David Lynch,"David Lynch, Barry Gifford","Bill Pullman, Patricia Arquette, John Roselius","Psychological Thriller, Drama, Mystery, Thriller","France, United States","7035 Senalda Road, Los Angeles, California, USA","CiBy 2000, Asymmetrical Productions",English,0,6,0
tt0119632,The MatchMaker,https://www.imdb.com/title/tt0119632,1997,1h 37m,R,6.5,6000,7000000,3392080,3392080,1378930,Mark Joffe,"Greg Dinner, Karen Janszen, Louis Nowra","Janeane Garofalo, David OHara, Milo OShea","Comedy, Romance","Ireland, United Kingdom, United States","Inishmore, Aran Islands, County Galway, Ireland","Good Film Company, Polygram Filmed Entertainment, Working Title Films",English,0,0,0
tt0120197,Star Maps,https://www.imdb.com/title/tt0120197,1997,1h 26m,R,5.6,11000,,661465,661465,63477,Miguel Arteta,"Miguel Arteta, Matthew Greenfield","Douglas Spain, Efrain Figueroa, Kandeyce Jorden","Comedy, Drama",United States,"Los Angeles, California, USA","Flan de Coco Films, King Films","English, Spanish",0,7,0
tt0119019,Dream with the Fishes,https://www.imdb.com/title/tt0119019,1997,1h 37m,R,6.9,19000,1000000,543708,543708,31777,Finn Taylor,"Finn Taylor, Jeffrey D Brown","David Arquette, Brad Hunt, Cathy Moriarty","Dark Comedy, Comedy, Drama",United States,"San Mateo, California, USA",3 Ring Circus Films,English,0,0,0
tt0123385,Artemisia,https://www.imdb.com/title/tt0123385,1997,1h 38m,R,6.7,23000,,356749,356749,32941,Agns Merlet,"Patrick Amos, Agns Merlet, Christine Miller","Valentina Cervi, Michel Serrault, Predrag Miki Manojlovic","Period Drama, Biography, Drama, History, Romance","France, Italy, Germany","Parco dellUccellina, Grosseto, Tuscany, Italy","3 Emme Cinematografica, Premire Heure, France 3 Cinma",French,0,5,0
tt0119794,Nirvana,https://www.imdb.com/title/tt0119794,1997,1h 53m,R,6.1,72000,,,,,Gabriele Salvatores,"Gabriele Salvatores, Pino Cacucci, Gloria Corica","Christopher Lambert, Diego Abatantuono, Sergio Rubini","Action, Drama, SciFi, Thriller","Italy, France","Genoa, Liguria, Italy","Cecchi Gori Group Tiger Cinematografica, Colorado Film Production, DavisFilms",Italian,0,20,0
tt0118756,On Guard,https://www.imdb.com/title/tt0118756,1997,2h 8m,TV-14,6.9,39000,30000000,,,,Philippe de Broca,"Philippe de Broca, Jean Cosmos, Paul Fval","Daniel Auteuil, Fabrice Luchini, Vincent Perez","Period Drama, Swashbuckler, Adventure, Drama","France, Italy, Germany","Fort Queyras, HautesAlpes, France","Aliclo, TF1 Films Production, Cecchi Gori Group Tiger Cinematografica","French, Italian",0,9,1
tt0119687,Suzaku,https://www.imdb.com/title/tt0119687,1997,1h 35m,,7.4,15000,,1770,,,Naomi Kawase,Naomi Kawase,"Jun Kunimura, Machiko Ono, Sachiko Izumi",Drama,Japan,"Nishiyoshino, Nara Prefecture, Japan","Bandai Visual Company, Bitters End, Japan Satellite Broadcasting JBS",Japanese,0,4,0
tt0053559,13 Ghosts,https://www.imdb.com/title/tt0053559,1960,1h 25m,Approved,6,77000,,,3270000,,William Castle,Robb White,"Charles Herbert, Jo Morrow, Martin Milner","Horror, Mystery",United States,"Natural History Museum 900 W Exposition Blvd, Los Angeles, California, USA",William Castle Productions,English,0,0,0
tt0053796,The Entertainer,https://www.imdb.com/title/tt0053796,1960,1h 36m,Not Rated,7.1,39000,247716,,,,Tony Richardson,"John Osborne, Nigel Kneale","Laurence Olivier, Brenda de Banzie, Roger Livesey",Drama,United Kingdom,"Blackpool, Lancashire, England, UK",Woodfall Film Productions,English,0,5,1
tt0055779,Wild for Kicks,https://www.imdb.com/title/tt0055779,1960,1h 23m,Not Rated,6,13000,,,,,Edmond T Grville,"Dail Ambler, Edmond T Grville","David Farrar, Nolle Adam, Christopher Lee",Drama,United Kingdom,"Chislehurst Caves, Chislehurst, Kent, England, UK",Willoughby Film Productions,"English, French",0,0,0
tt0053742,The Crowded Sky,https://www.imdb.com/title/tt0053742,1960,1h 45m,Approved,5.7,1000,,,,,Joseph Pevney,"Charles Schnee, Hank Searls","Dana Andrews, Rhonda Fleming, Efrem Zimbalist Jr","Disaster, Survival, Action, Adventure, Drama, Romance",United States,"Warner Brothers Burbank Studios  4000 Warner Boulevard, Burbank, California, USA",Warner Bros,"English, Spanish, French",0,0,0
tt0053666,Les bonnes femmes,https://www.imdb.com/title/tt0053666,1960,1h 40m,Not Rated,7.2,33000,,,6578,6578,Claude Chabrol,"Paul Ggauff, Claude Chabrol","Bernadette Lafont, Clotilde Joano, Stphane Audran","Drama, Mystery, Romance","France, Italy","72 Boulevard Beaumarchais, Paris 11, Paris, France","Paris Film, Panitalia","French, Italian",0,0,0
tt0054295,Seven Thieves,https://www.imdb.com/title/tt0054295,1960,1h 42m,Approved,6.5,18000,1650000,,,,Henry Hathaway,"Sydney Boehm, Max Catto","Edward G Robinson, Rod Steiger, Joan Collins","Crime, Drama, Thriller",United States,"French Riviera, AlpesMaritimes, France",Twentieth Century Fox,"English, French",0,0,1
tt0056400,The Huns,https://www.imdb.com/title/tt0056400,1960,1h 42m,,4.6,73,,,,,Sergio Grieco,"Marcello Ciorciolini, Rate Furlan, Eric Klauss","Chelo Alonso, Jacques Sernas, Mario Petri","Action, Adventure","Italy, France",,"Film Columbus, Comptoir Franais du Film Production CFFP",Italian,0,0,0
tt0240110,La tijera de oro,https://www.imdb.com/title/tt0240110,1960,1h 20m,,7,44,,,,,Benito Alazraki,"Luis Alcoriza, Juan de la Cabada","Germn Valds, Lilia Guzar, Roberto Ramrez Garza","Comedy, Drama",Mexico,"Cine Hipdromo, Mexico City, Distrito Federal, Mexico",Producciones Matouk,Spanish,0,0,0
tt0053558,13 Fighting Men,https://www.imdb.com/title/tt0053558,1960,1h 9m,Approved,5,115,,,,,Harry Gerstad,"Robert Hamner, Jack W Thomas","Grant Williams, Brad Dexter, Carole Mathews","Drama, War, Western",United States,,Associated Producers API,English,0,0,0
tt0053906,Mistress of the World,https://www.imdb.com/title/tt0053906,1960,1h 53m,Approved,5,186,,,,,"William Dieterle, Richard Angst","Jo Eisinger, Pascal Jardin, Harald G Petersson","Martha Hyer, Carlos Thompson, Micheline Presle","Adventure, Crime, SciFi","France, Italy, West Germany",Nepal,"Central Cinema Company Film CCC, Continental Produzione, Franco London Films",German,0,0,0
tt0409866,Satan's Sword,https://www.imdb.com/title/tt0409866,1960,1h 46m,,6.5,289,,,,,Kenji Misumi,"Teinosuke Kinugasa, Kaizan Nakazato","Raiz Ichikawa, Kjir Hong, Tamao Nakamura","Samurai, Action, Drama",Japan,,Daiei Kyoto,Japanese,0,0,0
tt0167460,The Army Game,https://www.imdb.com/title/tt0167460,1960,1h 27m,,5,209,,,,,"Claude de Givray, Franois Truffaut","Andr Mouzyon, Andr Sylvane, Franois Truffaut","Christian de Tillire, Ricet Barrier, Jacques Balutin",Comedy,France,,"Auray Films, Les Films du Carrosse, Sdif Productions",French,0,0,0
tt0122461,Un dollaro di fifa,https://www.imdb.com/title/tt0122461,1960,1h 30m,,4.8,38,,,,,Giorgio Simonelli,"Mario Guerra, Giulio Scarnicci, Enzo Tarabusi","Ugo Tognazzi, Walter Chiari, Mario Carotenuto","Spaghetti Western, Comedy, Western",Italy,,Cineproduzione Emo Bistolfi,Italian,0,0,0
tt0106582,Cliffhanger,https://www.imdb.com/title/tt0106582,1993,1h 53m,R,6.5,143000,70000000,255000211,84049211,16176967,Renny Harlin,"John Long, Michael France, Sylvester Stallone","Sylvester Stallone, John Lithgow, Michael Rooker","Mountain Adventure, Action, Adventure, Thriller","France, Italy, Japan, United States","Monte Lagazuoi, Cortina dAmpezzo, Belluno, Veneto, Italy","Carolco Pictures, Canal, Pioneer",English,0,12,3
tt0107034,The Good Son,https://www.imdb.com/title/tt0107034,1993,1h 27m,R,6.4,47000,17000000,60613008,44789789,12520305,Joseph Ruben,Ian McEwan,"Macaulay Culkin, Elijah Wood, Wendy Crewson","Psychological Drama, Psychological Thriller, Drama, Thriller",United States,"Minnesota, USA",Twentieth Century Fox,English,0,2,0
tt0108162,Sliver,https://www.imdb.com/title/tt0108162,1993,1h 47m,R,5.1,35000,40000000,116300000,36300000,12138283,Phillip Noyce,"Ira Levin, Joe Eszterhas","Sharon Stone, William Baldwin, Tom Berenger","Erotic Thriller, Drama, Thriller",United States,"Morgan Court  211 Madison Avenue, Manhattan, New York City, New York, USA","Paramount Pictures, Robert Evans Company",English,0,9,0
tt0107009,Ghost in the Machine,https://www.imdb.com/title/tt0107009,1993,1h 35m,R,4.7,43000,12000000,5086909,5086909,1854431,Rachel Talalay,"William Davies, William Osborne","Karen Allen, Chris Mulkey, Ted Marcoux","Cyber Thriller, Dark Comedy, Slasher Horror, Supernatural Horror, Horror, SciFi, Thriller",United States,"16711 Bosque Avenue, Encino, Los Angeles, California, USA",Twentieth Century Fox,English,0,0,0
tt0107626,My Boyfriend's Back,https://www.imdb.com/title/tt0107626,1993,1h 25m,PG-13,5.5,53000,12000000,3335984,3335984,1465476,Bob Balaban,Dean Lorey,"Andrew Lowery, Traci Lind, Danny Zorn","Dark Comedy, Comedy, Fantasy, Horror, Romance",United States,"Lockhart, Texas, USA","Touchstone Pictures, Touchwood Pacific Partners 1",English,0,0,0
tt0107750,Only the Strong,https://www.imdb.com/title/tt0107750,1993,1h 39m,PG-13,6.5,71000,6000000,3283371,3283371,1286889,Sheldon Lettich,"Sheldon Lettich, Luis Esteban","Mark Dacascos, Stacey Travis, Geoffrey Lewis","Action, Drama","France, United States","Miami, Florida, USA","August Entertainment, DavisFilms, Freestone Pictures","English, Portuguese",0,0,0
tt0106827,Ernest Rides Again,https://www.imdb.com/title/tt0106827,1993,1h 36m,PG,4.8,25000,3000000,1450029,1450029,905010,John R Cherry III,"John R Cherry III, William M Akers","Jim Varney, Ron James, Tom Butler","Comedy, Family","Canada, United States",Canada,Emshell Producers,English,0,0,0
tt0107146,The Advocate,https://www.imdb.com/title/tt0107146,1993,1h 42m,R,6.6,22000,,602329,602329,30892,Leslie Megahey,Leslie Megahey,"Colin Firth, Amina Annabi, Jim Carter","Period Drama, Satire, Comedy, Crime, Drama, Mystery, Romance","France, United Kingdom","Ealing Studios, Ealing, London, England, UK","BBC Film, CiBy 2000, British Screen Finance Ltd",English,0,0,0
tt0107349,The Slingshot,https://www.imdb.com/title/tt0107349,1993,1h 42m,R,6.5,23000,,308368,308368,9711,ke Sandgren,"ke Sandgren, Roland Schtt","Jesper Saln, Stellan Skarsgrd, Basia Frydman",Drama,"Denmark, Sweden, Czech Republic","Prague, Czech Republic","Svensk Filmindustri SF, SVT Drama, Nordisk Film",Swedish,0,4,0
tt0107779,"Paris, France",https://www.imdb.com/title/tt0107779,1993,1h 52m,NC-17,5.2,567,,44159,44159,10589,Jerry Ciccoritti,Tom Walmsley,"Leslie Hope, Peter Outerbridge, Victor Ertmanis","Comedy, Drama, Thriller",Canada,"Toronto, Ontario, Canada","Alliance Communications Corporation, Lightshow, Lightshow Communications",English,0,2,0
