id,title,link,year,duration,rating_mpa,rating_imdb,vote,budget,gross_world_wide,gross_us_canada,gross_opening_weekend,director,writer,star,genre,country_origin,filming_location,production_company,language,win,nomination,oscar
tt1999890,Hell Fest,https://www.imdb.com/title/tt1999890,2018,1h 29m,R,5.5,20000,5500000,18160930,11107431,5130963,Gregory Plotkin,"Seth M Sherwood, Blair Butler, Akela Cooper","Cynthea Mercado, Stephen Conroy, Amy Forsyth","Slasher Horror, Teen Horror, Horror, Mystery, Thriller",United States,"Six Flags White Water  250 Cobb Pkwy N 100, Marietta, Georgia, USA","CBS Films, Tucker Tooley Entertainment, Valhalla Motion Pictures",English,0,0,0
tt4595882,Can You Ever Forgive Me?,https://www.imdb.com/title/tt4595882,2018,1h 46m,R,7.1,57000,10000000,12442161,8803865,161510,Marielle Heller,"Nicole Holofcener, Jeff Whitty","Melissa McCarthy, Richard E Grant, Dolly Wells","True Crime, Biography, Comedy, Crime, Drama",United States,"Argosy Bookshop, East 59th Street, New York City, New York, USA","Fox Searchlight Pictures, Archer Gray, Bob Industries",English,0,102,3
tt8969332,The Biggest Little Farm,https://www.imdb.com/title/tt8969332,2018,1h 31m,PG,8,92000,,5270685,4366949,110492,John Chester,"Mark Monroe, John Chester","John Chester, Molly Chester, Todd","Food Documentary, Nature Documentary, Documentary, Family",United States,"Reno, Nevada, USA","Diamond Docs, Erica Messer Productions, FarmLore Films","English, Spanish",0,27,0
tt7431594,Race 3,https://www.imdb.com/title/tt7431594,2018,2h 40m,Not Rated,1.9,49000,,29969693,1690861,1690861,Remo DSouza,"Shiraz Ahmed, Kiran Kotrial, Athar Nawaaz","Anil Kapoor, Salman Khan, Bobby Deol","Action, Thriller",India,"Abu Dhabi, UAE","Salman Khan Films, Tips Films Pvt Ltd, Benetone Films",Hindi,0,2,0
tt8267604,Capernaum,https://www.imdb.com/title/tt8267604,2018,2h 6m,R,8.4,113000,4000000,64417003,1661096,24988,Nadine Labaki,"Nadine Labaki, Jihad Hojeily, Michelle Keserwany","Zain Al Rafeea, Yordanos Shiferaw, Boluwatife Treasure Bankole",Drama,"Lebanon, United States, France, Cyprus, Qatar, United Kingdom","Cola, Beirut, Lebanon","Mooz Films, Cedrus Invest Bank, Sunnyland Film","Arabic, Amharic",0,55,1
tt6580564,102 Not Out,https://www.imdb.com/title/tt6580564,2018,1h 42m,PG,7.4,77000,,16758596,1343797,483681,Umesh Shukla,"Saumya Joshi, Saumya Joshi, Vishal V Patil","Amitabh Bachchan, Vijay Raaz, Rishi Kapoor","Comedy, Drama","India, United States",,Treetop Entertainment,Hindi,0,0,0
tt6675244,Transit,https://www.imdb.com/title/tt6675244,2018,1h 41m,Not Rated,6.9,12000,,1012747,815290,31931,Christian Petzold,"Christian Petzold, Anna Seghers","Franz Rogowski, Paula Beer, Godehard Giese","Drama, SciFi","Germany, France","Marseille, BouchesduRhne, France","Schramm Film, Neon Productions, Arte France Cinma","German, French, French Sign Language",0,26,0
tt7455754,The Game Changers,https://www.imdb.com/title/tt7455754,2018,1h 26m,,7.8,22000,,897992,739711,,Louie Psihoyos,"Mark Monroe, Joseph Pace, Shannon Kornelsen","James Wilks, Arnold Schwarzenegger, Patrik Baboumian","Documentary, Sport",United States,,"ReFuel Productions, Oceanic Preservation Society, Diamond Docs",English,0,0,0
tt7499368,Fragments of Truth,https://www.imdb.com/title/tt7499368,2018,1h 15m,,8.5,33,100000,219342,219342,,Reuben Evans,Reuben Evans,"Georgia Angelopoulos, Jacques Berchtold, J Keith Elliott",Documentary,United States,"Dublin, Ireland",Faithlife Films,English,0,0,0
tt7014234,The Iron Orchard,https://www.imdb.com/title/tt7014234,2018,1h 58m,R,5.7,456,,204881,204881,45863,Ty Roberts,"Gerry De Leon, Ty Roberts","Hassie Harrison, Austin Nichols, Lane Garrison","Drama, History, Romance","United States, Italy","Big Spring, Texas, USA","Santa Rita Film Co, Wildcatters Network",English,0,10,0
tt6509058,Nancy,https://www.imdb.com/title/tt6509058,2018,1h 25m,Not Rated,6.2,38000,,92000,80115,15056,Christina Choe,Christina Choe,"Andrea Riseborough, Ann Dowd, J SmithCameron","Drama, Mystery, Thriller",United States,"Liberty, New York, USA","Mental Pictures, EON Productions, XS Media",English,0,11,0
tt5802168,The Snowman Trek,https://www.imdb.com/title/tt5802168,2018,1h 45m,TV-14,5.1,34,,51743,51743,,Benjamin Clark,,,"Adventure, Documentary",United States,,Blue Fox Entertainment,English,0,0,0
tt0187393,The Patriot,https://www.imdb.com/title/tt0187393,2000,2h 45m,R,7.2,301000,110000000,215294342,113330342,22413710,Roland Emmerich,Robert Rodat,"Mel Gibson, Heath Ledger, Joely Richardson","Epic, Period Drama, War Epic, Action, Drama, History, War","Germany, United States","Rock Hill, South Carolina, USA","Columbia Pictures, Centropolis Entertainment, Mutual Film Company","English, French",0,23,3
tt0146309,Thirteen Days,https://www.imdb.com/title/tt0146309,2000,2h 25m,PG-13,7.3,64000,80000000,66579890,34592089,46668,Roger Donaldson,"David Self, Ernest R May, Philip D Zelikow","Kevin Costner, Bruce Greenwood, Shawn Driscoll","Docudrama, Period Drama, Political Drama, Political Thriller, Drama, History, Thriller",United States,"Biltmore Hotel  506 S Grand Avenue, Downtown, Los Angeles, California, USA","New Line Cinema, Beacon Communications, Beacon Pictures","English, Russian, Spanish, Romanian",0,8,0
tt0219699,The Gift,https://www.imdb.com/title/tt0219699,2000,1h 51m,R,6.7,77000,10000000,44567606,12008642,11827,Sam Raimi,"Billy Bob Thornton, Tom Epperson","Cate Blanchett, Katie Holmes, Keanu Reeves","Supernatural Horror, Drama, Fantasy, Horror, Mystery",United States,"Effingham County, Georgia, USA","Lakeshore Entertainment, Alphaville Films",English,0,0,0
tt0195778,Here on Earth,https://www.imdb.com/title/tt0195778,2000,1h 36m,PG-13,5.2,91000,15000000,10873148,10522168,4510705,Mark Piznarski,Michael Seitzman,"Chris Klein, Leelee Sobieski, Josh Hartnett","Drama, Romance",United States,"ShattuckSt Marys School  1000 Shumway Avenue, Faribault, Minnesota, USA","Fox 2000 Pictures, Friendly Productions",English,0,0,0
tt0157122,Faithless,https://www.imdb.com/title/tt0157122,2000,2h 22m,R,7.4,38000,,918033,739055,29462,Liv Ullmann,Ingmar Bergman,"Lena Endre, Erland Josephson, Krister Henriksson","Dark Romance, Drama, Romance","Sweden, Italy, Germany, Finland, Norway","Stockholm, Stockholms ln, Sweden","Classic, Nordisk Film  TVFond, Norsk Rikskringkasting NRK","Swedish, French",0,9,0
tt0208196,Happy Accidents,https://www.imdb.com/title/tt0208196,2000,1h 50m,R,7.1,10000,,688523,688523,,Brad Anderson,Brad Anderson,"Marisa Tomei, Vincent DOnofrio, Holland Taylor","Comedy, Romance",United States,"Connecticut, USA",Independent Film Channel IFC,English,0,2,0
tt0239507,Les filles ne savent pas nager,https://www.imdb.com/title/tt0239507,2000,1h 42m,Unrated,5.9,633,,69250,69250,5238,AnneSophie Birot,"AnneSophie Birot, Christophe Honor","Isild Le Besco, Karen Alyx, Pascale Bussires","Comedy, Drama",France,"ConflansSainteHonorine, Yvelines, France","Centre national du cinma et de limage anime CNC, Conseil Rgional de Bretagne, Socit des Producteurs de Cinma et de Tlvision Procirep",French,0,0,0
tt0259219,Blossoms of Fire,https://www.imdb.com/title/tt0259219,2000,1h 15m,,6.9,40,,3365,3365,2390,"Maureen Gosling, Ellen Osborne","Maureen Gosling, Toni Hanna",The people of Juchitn Oaxaca,Documentary,"United States, Mexico","San Blas Atempa, Oaxaca, Mexico",,"English, Spanish",0,0,0
tt0269743,Barking Dogs Never Bite,https://www.imdb.com/title/tt0269743,2000,1h 50m,Not Rated,6.9,11000,,45853,,,Bong Joon Ho,"Song Jiho, Bong Joon Ho, Derek Son Taewoong","Bae Doona, Lee Sungjae, Kim Hojung","Dark Comedy, Slapstick, Comedy",South Korea,,"CJ Entertainment, Cinema Service, Uno Film",Korean,0,4,0
tt0111257,Speed,https://www.imdb.com/title/tt0111257,1994,1h 56m,R,7.3,403000,30000000,350448145,121248145,14456194,Jan de Bont,Graham Yost,"Keanu Reeves, Dennis Hopper, Sandra Bullock","Car Action, Urban Adventure, Action, Adventure, Thriller",United States,"Mojave Airport  1434 Flightline Street, Mojave, California, USA","The Mark Gordon Company, Twentieth Century Fox",English,0,20,0
tt0109450,Cobb,https://www.imdb.com/title/tt0109450,1994,2h 8m,R,6.4,83000,,1007583,1007583,63786,Ron Shelton,"Al Stump, Ron Shelton","Tommy Lee Jones, Robert Wuhl, Lolita Davidovich","Baseball, Biography, Drama, Sport",United States,"Truckee, California, USA","Alcor Films, Aleor Films, New Regency Productions",English,0,0,0
tt0110978,Texas Chainsaw Massacre: The Next Generation,https://www.imdb.com/title/tt0110978,1994,1h 27m,R,3.4,27000,600000,185898,185898,28235,Kim Henkel,"Kim Henkel, Tobe Hooper","Rene Zellweger, Matthew McConaughey, Robert Jacks","Dark Comedy, Satire, Slasher Horror, Comedy, Horror, Thriller",United States,"16493 Cameron Road, Pflugerville, Texas, USA","Ultra Muchos Productions, River City Films, Genre Pictures",English,0,0,0
tt0110722,Oleanna,https://www.imdb.com/title/tt0110722,1994,1h 29m,Not Rated,6.5,37000,,124693,124693,25316,David Mamet,David Mamet,"William H Macy, Debra Eisenstadt, Diego Pineda","Workplace Drama, Drama, Thriller","United Kingdom, United States","Metropolitan State Hospital  475 Trapelo Road, Waltham, Massachusetts, USA","Bay Kinescope, Channel Four Films, The Samuel Goldwyn Company",English,0,0,0
tt0110395,Love and a .45,https://www.imdb.com/title/tt0110395,1994,1h 41m,R,6,5000,,35200,35200,9086,CM Talkington,CM Talkington,"Gil Bellows, Rene Zellweger, Rory Cochrane","Dark Romance, Crime, Romance, Thriller",United States,"Austin, Texas, USA",Trimark Pictures,English,0,0,0
tt0110667,Night of the Demons 2,https://www.imdb.com/title/tt0110667,1994,1h 36m,R,5.9,68000,1300000,,,,Brian TrenchardSmith,"Joe Augustyn, James Penzi","Cristi Harris, Darin Heames, Bobby Jacoby","Comedy, Fantasy, Horror, Romance",United States,"Old Anoakia Mansion, 1200 North Baldwin Avenue, Arcadia, California, USA","Republic Pictures II, Blue Rider Pictures",English,0,0,0
tt0111780,Yaar Gaddar,https://www.imdb.com/title/tt0111780,1994,2h 35m,,3.7,223,,,,,Umesh Mehra,,"Saif Ali Khan, Sweta, Somy Ali","Action, Drama, Mystery, Thriller",India,,,Hindi,0,0,0
tt0110299,Lamerica,https://www.imdb.com/title/tt0110299,1994,1h 56m,,7.4,24000,,4788331,438483,,Gianni Amelio,"Gianni Amelio, Andrea Porporati, Alessandro Sermoneta","Enrico Lo Verso, Michele Placido, Piro Milkani","Psychological Drama, Comedy, Drama","Italy, France, Switzerland, Austria","Durres, Albania","Alia Film, Cecchi Gori Group Tiger Cinematografica, Arena Films","German, Albanian, Italian",0,18,0
tt0105698,Universal Soldier,https://www.imdb.com/title/tt0105698,1992,1h 42m,R,6.1,98000,23000000,36299898,36299898,10057084,Roland Emmerich,"Richard Rothstein, Christopher Leitch, Dean Devlin","JeanClaude Van Damme, Dolph Lundgren, Ally Walker","Dark Comedy, Action, SciFi",United States,"Kingman, Arizona, USA","StudioCanal, Carolco Pictures, IndieProd Company Productions",English,0,0,0
tt0104409,Hellraiser III: Hell on Earth,https://www.imdb.com/title/tt0104409,1992,1h 37m,R,5.5,36000,5000000,12534961,12534961,3208009,Anthony Hickox,"Peter Atkins, Tony Randel, Clive Barker","Terry Farrell, Doug Bradley, Kevin Bernhardt",Horror,"United Kingdom, United States","Wake Forest University  1834 Wake Forest Road, WinstonSalem, North Carolina, USA","Fifth Avenue Entertainment, Trans Atlantic Entertainment",English,0,10,0
tt0104346,Gladiator,https://www.imdb.com/title/tt0104346,1992,1h 41m,R,6.5,11000,20000000,9223441,9223441,3305189,Rowdy Herrington,"Djordje Milicevic, Robert Mark Kamen, Lyle Kessler","James Marshall, Cuba Gooding Jr, Brian Dennehy","Action, Drama, Sport",United States,"Chicago, Illinois, USA","Columbia Pictures, Price Entertainment",English,0,0,0
tt0105089,The Panama Deception,https://www.imdb.com/title/tt0105089,1992,1h 31m,,7.5,12000,,309596,309596,6563,Barbara Trent,David Kasper,"Elizabeth Montgomery, Carlos Cant, Diviana Ingravallo","Documentary, History, War","United States, United Kingdom",,"Empowerment Project, Channel 4 Television Corporation, Rhino Home Video",English,0,0,0
tt0104181,Wuthering Heights,https://www.imdb.com/title/tt0104181,1992,1h 45m,PG,6.6,15000,,,,,Peter Kosminsky,"Emily Bront, Anne Devlin","Juliette Binoche, Ralph Fiennes, Janet McTeer","Dark Romance, Drama, History, Romance","United Kingdom, United States","East Riddlesden Hall, Bradford Road, Riddlesden, Keighley, Bradford, West Yorkshire, England, UK",Paramount Pictures,English,0,0,0
tt0107949,Rescue Me,https://www.imdb.com/title/tt0107949,1992,1h 39m,PG-13,5,951,,,198504,,Arthur Allan Seidelman,Mike Snyder,"Michael Dudikoff, Stephen Dorff, Ami Dolenz","Action, Comedy",United States,"Hollywood Reservoir, Hollywood Hills, Los Angeles, California, USA","Cannon Pictures, Apollo Pictures",English,0,0,0
tt0103813,Bikini Summer II,https://www.imdb.com/title/tt0103813,1992,1h 25m,R,3.3,520,,,,,Jeff Conaway,"Jeff Conaway, Charles T Kanganis","Jessica Hahn, Maureen Flaherty, Melinda Armstrong","Raunchy Comedy, Comedy",United States,,Contact Films Inc,English,0,0,0
tt0104719,Erotic Ghost Story III,https://www.imdb.com/title/tt0104719,1992,1h 34m,,5.3,314,,,,,KaiMing Lai,Genichi Rikuta,"Pauline Chan, TakBun Wong, Shing FuiOn","Fantasy, Horror, Thriller",Hong Kong,,"Film Workshop, Golden Harvest Company, Diagonal Pictures",Cantonese,0,0,0
tt0103763,Balwaan,https://www.imdb.com/title/tt0103763,1992,2h 22m,Not Rated,4.7,271,,,,,Deepak Anand,,"Suniel Shetty, Divya Bharti, Danny Denzongpa","Action, Adventure",India,"Mumbai, Maharashtra, India",,Hindi,0,0,0
tt0104927,Mr. Bond,https://www.imdb.com/title/tt0104927,1992,2h 7m,Not Rated,3.4,705,,,,,Raj N Sippy,"Mohinder Ashish, Iqbal Durrani","Akshay Kumar, Sheeba Agarwal, Saathi Ganguly","Action, Adventure, Thriller",India,"Bangkok, Thailand",DMS Films,Hindi,0,0,0
tt0213260,Split Infinity,https://www.imdb.com/title/tt0213260,1992,1h 30m,Unrated,6.4,340,,,,,Stan Ferguson,"Forrest S Baker III, Sharon Baker, Leo D Paur","Melora Slover, Marcia Dangerfield, Devin Healey","Drama, Family, Fantasy",United States,"Layton, Utah, USA",Feature Films for Families,English,0,0,0
tt0067185,Harold and Maude,https://www.imdb.com/title/tt0067185,1971,1h 31m,PG,7.9,83000,1200000,4535,,,Hal Ashby,Colin Higgins,"Ruth Gordon, Bud Cort, Vivian Pickles","ComingofAge, Quirky Comedy, Romantic Comedy, Comedy, Drama, Romance",United States,"10 Stacey Court, Hillsborough, California, USA",Mildred Lewis and Colin Higgins Productions,English,0,3,1
tt0067805,Sunday Bloody Sunday,https://www.imdb.com/title/tt0067805,1971,1h 50m,R,7,74000,1500000,27,,,John Schlesinger,"Penelope Gilliatt, Ken Levison, John Schlesinger","Peter Finch, Glenda Jackson, Murray Head",Drama,United Kingdom,"38 Pembroke Square, Kensington, London, England, UK","Vectia, Vic Films Productions","English, Italian, Hebrew, French",0,11,4
tt0067329,The Last Run,https://www.imdb.com/title/tt0067329,1971,1h 35m,GP,6.6,27000,2030000,,,,"Richard Fleischer, John Huston",Alan Sharp,"George C Scott, Tony Musante, Trish Van Devere","Car Action, Action, Crime, Drama, Thriller",United States,"Marbella, Mlaga, Andaluca, Spain",MetroGoldwynMayer MGM,"English, Portuguese, Spanish",0,0,0
tt0066101,Mourir d'aimer...,https://www.imdb.com/title/tt0066101,1971,1h 41m,PG,7,653,,,,,Andr Cayatte,"Andr Cayatte, Pierre Dumayet, Albert Naud","Annie Girardot, Bruno Pradal, Claude Cerval",Drama,"France, Italy","Rouen, SeineMaritime, France","LCJ Editions  Productions, Cobra, Franco London Films",French,0,0,0
tt0195232,The Saviour,https://www.imdb.com/title/tt0195232,1971,1h 45m,,6.4,289,,,,,Michel Mardore,Michel Mardore,"Horst Buchholz, Muriel Catal, Hlne Vallier","Drama, War",France,"UllySaintGeorges, Oise, France",Nadja Films,French,0,0,0
tt0066870,Bunny O'Hare,https://www.imdb.com/title/tt0066870,1971,1h 31m,GP,5.6,12000,900000,,,,Gerd Oswald,"Stanley Z Cherry, Coslough Johnson","Bette Davis, Ernest Borgnine, Jack Cassidy",Comedy,United States,"Albuquerque, New Mexico, USA",American International Pictures AIP,"English, Spanish",0,0,0
tt0067103,Fleur bleue,https://www.imdb.com/title/tt0067103,1971,1h 21m,,5.6,184,,,,,Larry Kent,"Larry Kent, Edward Stewart","Steve Fiset, Susan Sarandon, Cline Bernier","Drama, Romance",Canada,"Montral, Qubec, Canada",Potterton Productions,"French, English",0,0,0
tt0067982,Who Says I Can't Ride a Rainbow!,https://www.imdb.com/title/tt0067982,1971,1h 25m,G,5.9,97,,,,,Edward Mann,"Daniel Hauer, Edward Mann","Jack Klugman, Norma French, Reuben Figueroa","Drama, Family",United States,"New York City, New York, USA",Equine Productions,English,0,0,0
tt0291466,Sex Family,https://www.imdb.com/title/tt0291466,1971,1h 13m,,5.4,53,,,,,Kji Wakamatsu,Masao Adachi,"Tamaki Katori, Miki Hayashi, Yko Mut",Animation,Japan,,Kokuei Company,Japanese,0,0,0
tt0066985,Desert of Fire,https://www.imdb.com/title/tt0066985,1971,1h 25m,,4.8,81,,,,,Renzo Merusi,"Renzo Merusi, Leandro Lucchetti","Edwige Fenech, George Wang, Giuseppe Addobbati","Action, Adventure, Crime, Romance",Italy,"Elios Studios, Rome, Lazio, Italy",Nuova Films Story,"Arabic, Italian",0,0,0
tt0067099,The End of Man,https://www.imdb.com/title/tt0067099,1971,1h 19m,,5.7,463,,,,,Jos Mojica Marins,"Rubens Francisco Lucchetti, Jos Mojica Marins","Jos Mojica Marins, Teresa Sodr, Roque Rodrigues","Satire, Comedy, Drama, Mystery",Brazil,,Multifilmes,Portuguese,0,0,0
tt0067141,Glen and Randa,https://www.imdb.com/title/tt0067141,1971,1h 33m,R,5.3,690,300000,,,,Jim McBride,"Lorenzo Mans, Rudy Wurlitzer, Jim McBride","Steve Curry, Shelley Plimpton, Woodrow Chambliss","Adventure, SciFi",United States,"California, USA",Universal Marion Corporation UMC,English,0,0,0
tt0094947,Dangerous Liaisons,https://www.imdb.com/title/tt0094947,1988,1h 59m,R,7.5,77000,14000000,34670720,34670720,84451,Stephen Frears,"Christopher Hampton, Choderlos de Laclos","Glenn Close, John Malkovich, Michelle Pfeiffer","Dark Romance, Period Drama, Psychological Drama, Romantic Epic, Steamy Romance, Tragedy, Tragic Romance, Drama, Romance","United States, United Kingdom","Chteau de ChampssurMarne, 31 rue de Paris, ChampssurMarne, SeineetMarne, France","Lorimar Film Entertainment, NFH Productions, Warner Bros",English,0,23,0
tt0095243,Gorillas in the Mist,https://www.imdb.com/title/tt0095243,1988,2h 9m,PG-13,7,30000,22000000,61149479,24720479,366925,Michael Apted,"Harold TP Hayes, Dian Fossey, Anna Hamilton Phelan","Sigourney Weaver, Bryan Brown, Julie Harris","Docudrama, Jungle Adventure, Biography, Drama",United States,Kenya,"Universal Pictures, Warner Bros, The GuberPeters Company","English, Kirundi",0,10,5
tt0095897,The Presidio,https://www.imdb.com/title/tt0095897,1988,1h 37m,R,6,20000,,20324096,20324096,5119031,Peter Hyams,Larry Ferguson,"Sean Connery, Mark Harmon, Meg Ryan","Action, Crime, Mystery, Thriller",United States,"San Francisco National Military Cemetery, Lincoln Blvd, Presidio, Golden Gate National Recreation Area, San Francisco, California, USA",Paramount Pictures,English,0,0,0
tt0094792,Braddock: Missing in Action III,https://www.imdb.com/title/tt0094792,1988,1h 43m,R,4.9,75000,,6193901,6193901,2208116,Aaron Norris,"Arthur Silver, Larry Levinson, Steve Bing","Chuck Norris, Aki Aleong, Roland Harrah III","Dark Comedy, Action, War","United States, Philippines",Philippines,"The Cannon Group, GolanGlobus Productions",English,0,0,0
tt0095050,Dominick and Eugene,https://www.imdb.com/title/tt0095050,1988,1h 51m,PG-13,7,33000,5000000,3076031,3076031,280763,Robert M Young,"Danny Porfirio, Alvin Sargent, Corey Blechman","Tom Hulce, Ray Liotta, Jamie Lee Curtis",Drama,United States,"Pittsburgh, Pennsylvania, USA",Orion Pictures,"English, Italian",0,2,0
tt0095280,Haunted Summer,https://www.imdb.com/title/tt0095280,1988,1h 46m,R,5.8,605,6000000,9911,9911,4726,Ivan Passer,"Anne Edwards, Lewis John Carlino","Philip Anglim, Laura Dern, Alice Krige","Biography, Drama, Romance",United States,"Lake Como, Lombardia, Italy","GolanGlobus Productions, The Cannon Group","English, Italian, French",0,0,0
tt0095730,The Night Before,https://www.imdb.com/title/tt0095730,1988,1h 30m,PG-13,6.1,39000,,,,,Thom Eberhardt,"Thom Eberhardt, Gregory Scherick","Keanu Reeves, Lori Loughlin, Theresa Saldana",Comedy,United States,"Los Angeles County, California, USA","Kings Road Entertainment, Zealcorp Productions Limited","English, Russian",0,0,0
tt0089280,Hobgoblins,https://www.imdb.com/title/tt0089280,1988,1h 28m,Not Rated,2.2,13000,15000,,,,Rick Sloane,Rick Sloane,"Tom Bartlett, Paige Sullivan, Steven Boggs","Comedy, Horror, SciFi",United States,"Mulholland Drive, Hollywood Hills, Los Angeles, California, USA",Rick Sloane Productions,English,0,0,0
tt0094794,The Brain,https://www.imdb.com/title/tt0094794,1988,1h 34m,R,5.2,38000,,,,,Ed Hunt,Barry Pearson,"Tom Bresnahan, Cynthia Preston, David Gale","Horror, SciFi",Canada,"Xerox Research Centre of Canada  2660 Speakman Drive, Mississauga, Ontario, Canada","Brightstar Films, International Video Entertainment IVE, ShapiroGlickenhaus Entertainment",English,0,0,0
tt0095468,A Short Film About Killing,https://www.imdb.com/title/tt0095468,1988,1h 24m,Not Rated,8,23000,,,,,Krzysztof Kieslowski,"Krzysztof Piesiewicz, Krzysztof Kieslowski","Miroslaw Baka, Krzysztof Globisz, Jan Tesarz","Crime, Drama",Poland,"Wiertnicza, Wilanw, Warsaw, Mazowieckie, Poland","Przedsiebiorstwo Realizacji Filmw Zespoly Filmowe, Wytwrnia Filmw Dokumentalnych Warszawa, Zespol Filmowy Tor","Polish, English",0,2,0
tt0095929,Purgatory,https://www.imdb.com/title/tt0095929,1988,1h 29m,R,3.9,395,,,,,Ami Artzi,"Paul Aratow, Felix Kroll","Tanya Roberts, Julie Pop, Hal Orlandini","Action, Drama",South Africa,South Africa,"International Media Exchange, Kingsway, The Film Company",English,0,0,0
tt0101808,Emerald City,https://www.imdb.com/title/tt0101808,1988,1h 32m,,5.3,701,,,,,Michael Jenkins,David Williamson,"John Hargreaves, Robyn Nevin, Chris Haywood","Satire, Comedy, Drama",Australia,"New South Wales, Australia","Limelight Productions II, New South Wales Film Corporation, The Australian Film Commission",English,0,4,0
tt0095299,Hide and Go Shriek,https://www.imdb.com/title/tt0095299,1988,1h 30m,R,5.2,21000,,,,,Skip Schoolnik,Michael Kelly,"Bunky Jones, Brittain Frye, Annette Sinclair","Slasher Horror, Teen Horror, Horror, Thriller",United States,"5070 Westslope Lane, La Caada Flintridge, California, USA",New Star Entertainment,English,0,0,0
tt0352132,Aadhya Paapam,https://www.imdb.com/title/tt0352132,1988,1h 27m,,6.8,10,,,,,P Chandrakumar,Hebrew Bible,"Vimal Raja, Abhilasha",Romance,India,,Super Film International,Malayalam,0,0,0
tt0071650,Ilsa: She Wolf of the SS,https://www.imdb.com/title/tt0071650,1975,1h 36m,R,5.1,84000,,,,,Don Edmonds,"Jonah Royston, John CW Saxton","Dyanne Thorne, Gregory Knoph, Tony Mumolo","Drama, Horror, Thriller, War",Canada,"Cinema General Studios  846 N Cahuenga, Hollywood, Los Angeles, California, USA",Aeteas Filmproduktions,"English, German",0,0,0
tt0073107,Hester Street,https://www.imdb.com/title/tt0073107,1975,1h 29m,PG,7,21000,350000,,,,Joan Micklin Silver,"Joan Micklin Silver, Abraham Cahan","Steven Keats, Carol Kane, Mel Howard","Drama, Romance",United States,"Bleecker Street, Manhattan, New York City, New York, USA",Midwest Films,"English, Yiddish",0,3,1
tt0072706,The Black Bird,https://www.imdb.com/title/tt0072706,1975,1h 50m,PG,5.4,685,,,,,David Giler,"Dashiell Hammett, David Giler, Gordon Cotler","George Segal, Stphane Audran, Lionel Stander","Parody, Adventure, Comedy, Crime, Mystery",United States,"San Francisco, California, USA","Columbia Pictures, Major Studio Partners, Rastar Pictures",English,0,0,0
tt0074423,The Sunday Woman,https://www.imdb.com/title/tt0074423,1975,1h 49m,R,6.6,14000,,,,,Luigi Comencini,"Carlo Fruttero, Franco Lucentini, Agenore Incrocci","Marcello Mastroianni, Jacqueline Bisset, JeanLouis Trintignant","Comedy, Crime, Mystery","Italy, France","37 Via Cesare Balbo, Turin, Piedmont, Italy","Les Productions Fox Europa, Primex","English, Latin, Italian",0,0,0
tt0073061,Xin si wang you xi,https://www.imdb.com/title/tt0073061,1975,1h 24m,R,4.8,311,,,,,Bing Lin,"Donald Arthur, LuYueh Lin","Bruce Li, Chiang Li, Robert Kerver","Action, Drama, Thriller","Taiwan, West Germany",,"Atlas International Film, Robert Chow, Wu Yin Yen",Mandarin,0,0,0
tt0076234,Joseph Andrews,https://www.imdb.com/title/tt0076234,1977,1h 39m,R,5.6,692,,839865,839865,,Tony Richardson,"Tony Richardson, Allan Scott, Chris Bryant","AnnMargret, Peter Firth, Michael Hordern","Adventure, Comedy, Drama, Romance",United Kingdom,"Castle Combe, Chippenham, Wiltshire, England, UK",Woodfall Film Productions,English,0,0,1
tt0075868,Come Play with Me,https://www.imdb.com/title/tt0075868,1977,1h 34m,,3.7,554,85000,,,,George Harrison Marks,George Harrison Marks,"Irene Handl, Alfie Bass, George Harrison Marks","Comedy, Musical",United Kingdom,"WestonontheGreen, Oxford, Oxfordshire, England, UK",Roldvale,English,0,0,0
tt0241967,Reel Savages,https://www.imdb.com/title/tt0241967,1977,1h 49m,,6,111,,,,,Cludio Cunha,"Cludio Cunha, Carlos Reichenbach","Carlos Vereza, Rossana Ghessa, Canarinho","Crime, Horror",Brazil,,"ARM Produes Cinematogrficas, Kinema Filmes",Portuguese,0,0,0
tt0075936,Desperate Living,https://www.imdb.com/title/tt0075936,1977,1h 30m,X,7,61000,65000,1109,,,John Waters,John Waters,"Liz Renay, Mink Stole, Susan Lowe","Dark Comedy, Comedy, Crime, Fantasy, Horror",United States,"Baltimore, Maryland, USA",Charm City Productions,English,0,0,0
tt0076933,The World's Greatest Lover,https://www.imdb.com/title/tt0076933,1977,1h 29m,PG,5.7,23000,,,21582000,,Gene Wilder,Gene Wilder,"Gene Wilder, Carol Kane, Dom DeLuise",Comedy,United States,"Railtown 1897 State Historic Park  Jamestown, California, USA","Jouer Limited, Twentieth Century Fox","English, Spanish, French",0,0,0
tt0076760,Starship Invasions,https://www.imdb.com/title/tt0076760,1977,1h 29m,PG,3.6,1000,2150000,,,,Ed Hunt,Ed Hunt,"Robert Vaughn, Christopher Lee, Daniel Pilon","Alien Invasion, SciFi",Canada,"Toronto, Ontario, Canada","Hal Roach Studios, Warner Bros",English,0,0,0
tt0280484,Bizim Kiz,https://www.imdb.com/title/tt0280484,1977,1h 22m,,5.6,356,,,,,Trker Inanoglu,"Erdogan Tnas, Fuat zler","Tarik Akan, Glsen Bubikoglu, ztrk Serengil","Comedy, Romance",Turkey,"Istanbul, Turkey",Erler Film,Turkish,0,0,0
